"Id","Weekly_Sales"
"31_1_2013-02-08",17356.6524475524
"31_1_2013-05-17",17356.6524475524
"31_1_2012-11-09",17356.6524475524
"31_1_2012-11-16",17356.6524475524
"31_1_2012-11-23",17356.6524475524
"31_1_2012-11-30",17356.6524475524
"31_1_2013-07-12",17356.6524475524
"31_1_2013-04-12",17356.6524475524
"31_1_2013-06-28",17356.6524475524
"18_1_2013-01-11",21988.3562237762
"18_1_2013-02-22",21988.3562237762
"18_1_2013-01-04",21988.3562237762
"18_1_2013-04-05",21988.3562237762
"18_1_2013-04-12",21988.3562237762
"18_1_2013-01-18",21988.3562237762
"18_1_2013-01-25",21988.3562237762
"18_1_2013-02-01",21988.3562237762
"18_1_2013-02-08",21988.3562237762
"18_1_2013-02-15",21988.3562237762
"18_1_2013-05-24",21988.3562237762
"18_1_2013-03-01",21988.3562237762
"18_1_2013-07-05",21988.3562237762
"18_1_2013-07-12",21988.3562237762
"18_1_2013-04-19",21988.3562237762
"18_1_2013-04-26",21988.3562237762
"18_1_2013-05-03",21988.3562237762
"18_1_2012-11-02",21988.3562237762
"18_1_2012-11-09",21988.3562237762
"18_1_2012-11-16",21988.3562237762
"18_1_2012-11-23",21988.3562237762
"18_1_2013-03-08",21988.3562237762
"18_1_2013-06-14",21988.3562237762
"18_1_2013-06-21",21988.3562237762
"15_1_2012-11-09",13845.7478321678
"15_1_2013-01-04",13845.7478321678
"15_1_2013-02-01",13845.7478321678
"15_1_2013-05-03",13845.7478321678
"15_1_2013-05-10",13845.7478321678
"15_1_2012-11-02",13845.7478321678
"15_1_2013-01-25",13845.7478321678
"15_1_2013-05-31",13845.7478321678
"15_1_2013-06-07",13845.7478321678
"15_1_2013-05-17",13845.7478321678
"15_1_2013-05-24",13845.7478321678
"15_1_2012-12-28",13845.7478321678
"15_1_2013-07-05",13845.7478321678
"15_1_2013-01-11",13845.7478321678
"15_1_2013-01-18",13845.7478321678
"15_1_2013-07-26",13845.7478321678
"15_1_2013-07-19",13845.7478321678
"15_1_2013-04-19",13845.7478321678
"15_1_2013-04-26",13845.7478321678
"15_1_2012-11-16",13845.7478321678
"15_1_2012-11-23",13845.7478321678
"15_1_2012-11-30",13845.7478321678
"15_1_2012-12-07",13845.7478321678
"15_1_2012-12-14",13845.7478321678
"15_1_2013-06-28",13845.7478321678
"15_1_2012-12-21",13845.7478321678
"15_1_2013-07-12",13845.7478321678
"15_1_2013-03-29",13845.7478321678
"15_1_2013-04-05",13845.7478321678
"15_1_2013-04-12",13845.7478321678
"15_1_2013-02-15",13845.7478321678
"15_1_2013-02-22",13845.7478321678
"15_1_2013-03-01",13845.7478321678
"15_1_2013-02-08",13845.7478321678
"15_1_2013-03-15",13845.7478321678
"15_1_2013-06-21",13845.7478321678
"15_1_2013-03-22",13845.7478321678
"15_1_2013-03-08",13845.7478321678
"15_1_2013-06-14",13845.7478321678
"11_1_2012-12-14",18860.911958042
"11_1_2013-05-24",18860.911958042
"11_1_2012-12-28",18860.911958042
"11_1_2013-01-04",18860.911958042
"11_1_2012-12-07",18860.911958042
"11_1_2013-03-22",18860.911958042
"11_1_2012-11-23",18860.911958042
"11_1_2013-06-14",18860.911958042
"11_1_2013-04-05",18860.911958042
"11_1_2013-03-15",18860.911958042
"11_1_2013-05-31",18860.911958042
"11_1_2012-12-21",18860.911958042
"11_1_2013-06-07",18860.911958042
"11_1_2013-06-21",18860.911958042
"7_1_2013-02-08",9542.80125874126
"7_1_2012-12-14",9542.80125874126
"7_1_2013-03-29",9542.80125874126
"39_1_2013-02-08",21925.0211888112
"39_1_2013-02-15",21925.0211888112
"39_1_2013-02-22",21925.0211888112
"39_1_2013-03-01",21925.0211888112
"39_1_2013-03-08",21925.0211888112
"39_1_2013-03-15",21925.0211888112
"39_1_2013-03-22",21925.0211888112
"39_1_2013-03-29",21925.0211888112
"39_1_2013-04-05",21925.0211888112
"39_1_2013-01-11",21925.0211888112
"39_1_2013-04-19",21925.0211888112
"39_1_2013-04-26",21925.0211888112
"39_1_2013-05-03",21925.0211888112
"39_1_2013-05-10",21925.0211888112
"39_1_2013-05-17",21925.0211888112
"39_1_2013-05-24",21925.0211888112
"39_1_2013-05-31",21925.0211888112
"39_1_2013-06-07",21925.0211888112
"39_1_2013-06-14",21925.0211888112
"39_1_2013-06-21",21925.0211888112
"39_1_2013-06-28",21925.0211888112
"39_1_2013-07-05",21925.0211888112
"39_1_2013-07-12",21925.0211888112
"39_1_2013-07-19",21925.0211888112
"39_1_2013-07-26",21925.0211888112
"39_1_2012-11-30",21925.0211888112
"39_1_2012-12-07",21925.0211888112
"39_1_2013-04-12",21925.0211888112
"28_1_2012-11-09",20180.453986014
"28_1_2012-11-16",20180.453986014
"40_1_2012-11-23",18794.5788111888
"40_1_2012-11-30",18794.5788111888
"40_1_2012-12-07",18794.5788111888
"40_1_2012-11-16",18794.5788111888
"40_1_2012-12-21",18794.5788111888
"40_1_2012-12-28",18794.5788111888
"40_1_2013-01-04",18794.5788111888
"40_1_2013-01-11",18794.5788111888
"40_1_2013-01-18",18794.5788111888
"40_1_2013-01-25",18794.5788111888
"40_1_2012-11-02",18794.5788111888
"40_1_2012-11-09",18794.5788111888
"40_1_2013-02-15",18794.5788111888
"40_1_2013-02-22",18794.5788111888
"40_1_2013-03-01",18794.5788111888
"40_1_2013-03-08",18794.5788111888
"40_1_2012-12-14",18794.5788111888
"40_1_2013-03-22",18794.5788111888
"40_1_2013-03-29",18794.5788111888
"40_1_2013-04-05",18794.5788111888
"40_1_2013-04-12",18794.5788111888
"40_1_2013-04-19",18794.5788111888
"40_1_2013-04-26",18794.5788111888
"42_1_2012-11-02",10375.1483916084
"42_1_2012-11-09",10375.1483916084
"42_1_2012-11-30",10375.1483916084
"42_1_2012-12-07",10375.1483916084
"42_1_2012-12-14",10375.1483916084
"42_1_2012-12-28",10375.1483916084
"42_1_2013-01-04",10375.1483916084
"42_1_2013-01-11",10375.1483916084
"42_1_2013-01-18",10375.1483916084
"42_1_2013-01-25",10375.1483916084
"42_1_2013-02-01",10375.1483916084
"42_1_2013-02-08",10375.1483916084
"42_1_2012-11-16",10375.1483916084
"42_1_2012-11-23",10375.1483916084
"42_1_2013-03-01",10375.1483916084
"42_1_2013-03-08",10375.1483916084
"42_1_2013-03-15",10375.1483916084
"42_1_2013-03-22",10375.1483916084
"42_1_2013-03-29",10375.1483916084
"42_1_2013-04-05",10375.1483916084
"42_1_2013-04-12",10375.1483916084
"42_1_2013-04-19",10375.1483916084
"42_1_2013-04-26",10375.1483916084
"42_1_2013-05-03",10375.1483916084
"42_1_2013-05-10",10375.1483916084
"8_1_2012-12-28",14789.8273426573
"8_1_2012-11-09",14789.8273426573
"8_1_2013-02-08",14789.8273426573
"8_1_2012-12-21",14789.8273426573
"8_1_2013-06-21",14789.8273426573
"8_1_2012-11-30",14789.8273426573
"8_1_2013-01-04",14789.8273426573
"8_1_2012-11-16",14789.8273426573
"8_1_2013-07-19",14789.8273426573
"8_1_2013-06-28",14789.8273426573
"8_1_2012-11-23",14789.8273426573
"8_1_2012-11-02",14789.8273426573
"8_1_2013-05-03",14789.8273426573
"8_1_2012-12-14",14789.8273426573
"32_1_2012-11-30",22852.6395104895
"32_1_2012-12-07",22852.6395104895
"32_1_2013-02-15",22852.6395104895
"32_1_2013-02-22",22852.6395104895
"32_1_2013-03-01",22852.6395104895
"32_1_2012-12-14",22852.6395104895
"32_1_2012-12-21",22852.6395104895
"32_1_2012-12-28",22852.6395104895
"32_1_2013-02-08",22852.6395104895
"32_1_2013-05-17",22852.6395104895
"32_1_2013-05-24",22852.6395104895
"32_1_2013-03-08",22852.6395104895
"32_1_2013-06-07",22852.6395104895
"32_1_2013-03-15",22852.6395104895
"32_1_2013-03-22",22852.6395104895
"32_1_2013-05-31",22852.6395104895
"32_1_2013-01-04",22852.6395104895
"32_1_2013-01-11",22852.6395104895
"32_1_2013-01-18",22852.6395104895
"32_1_2013-03-29",22852.6395104895
"32_1_2013-02-01",22852.6395104895
"32_1_2013-05-10",22852.6395104895
"32_1_2012-11-09",22852.6395104895
"32_1_2012-11-16",22852.6395104895
"32_1_2012-11-23",22852.6395104895
"32_1_2013-06-14",22852.6395104895
"32_1_2013-04-05",22852.6395104895
"32_1_2013-04-12",22852.6395104895
"32_1_2013-01-25",22852.6395104895
"32_1_2013-04-26",22852.6395104895
"32_1_2013-05-03",22852.6395104895
"32_1_2012-11-02",22852.6395104895
"32_1_2013-07-26",22852.6395104895
"32_1_2013-07-05",22852.6395104895
"32_1_2013-07-12",22852.6395104895
"32_1_2013-06-21",22852.6395104895
"32_1_2013-06-28",22852.6395104895
"32_1_2013-07-19",22852.6395104895
"32_1_2013-04-19",22852.6395104895
"36_1_2013-05-24",2239.22741258741
"36_1_2013-05-31",2239.22741258741
"36_1_2013-06-07",2239.22741258741
"36_1_2013-06-14",2239.22741258741
"36_1_2013-04-19",2239.22741258741
"36_1_2013-03-29",2239.22741258741
"36_1_2013-01-18",2239.22741258741
"36_1_2013-04-12",2239.22741258741
"36_1_2013-02-01",2239.22741258741
"36_1_2013-04-05",2239.22741258741
"36_1_2013-05-17",2239.22741258741
"27_1_2013-02-08",30437.9762237762
"27_1_2013-06-14",30437.9762237762
"27_1_2013-03-22",30437.9762237762
"27_1_2013-03-29",30437.9762237762
"27_1_2013-06-07",30437.9762237762
"27_1_2013-01-11",30437.9762237762
"27_1_2013-01-18",30437.9762237762
"27_1_2013-01-25",30437.9762237762
"27_1_2013-01-04",30437.9762237762
"27_1_2013-05-10",30437.9762237762
"27_1_2012-11-09",30437.9762237762
"27_1_2012-11-16",30437.9762237762
"27_1_2012-11-23",30437.9762237762
"27_1_2012-11-30",30437.9762237762
"27_1_2013-04-05",30437.9762237762
"27_1_2013-04-12",30437.9762237762
"27_1_2013-06-21",30437.9762237762
"27_1_2013-06-28",30437.9762237762
"27_1_2013-04-26",30437.9762237762
"27_1_2013-05-03",30437.9762237762
"27_1_2013-04-19",30437.9762237762
"27_1_2013-02-01",30437.9762237762
"27_1_2013-07-26",30437.9762237762
"27_1_2013-07-05",30437.9762237762
"27_1_2012-11-02",30437.9762237762
"27_1_2013-07-19",30437.9762237762
"27_1_2013-07-12",30437.9762237762
"14_1_2013-07-26",30611.7833566434
"14_1_2013-05-03",30611.7833566434
"14_1_2013-04-12",30611.7833566434
"14_1_2013-07-19",30611.7833566434
"14_1_2013-02-15",30611.7833566434
"14_1_2013-02-22",30611.7833566434
"14_1_2012-12-28",30611.7833566434
"14_1_2012-12-07",30611.7833566434
"14_1_2012-12-14",30611.7833566434
"14_1_2012-12-21",30611.7833566434
"14_1_2013-01-25",30611.7833566434
"14_1_2013-01-04",30611.7833566434
"14_1_2013-01-11",30611.7833566434
"14_1_2013-01-18",30611.7833566434
"14_1_2013-05-24",30611.7833566434
"14_1_2012-11-09",30611.7833566434
"14_1_2012-11-16",30611.7833566434
"23_1_2012-11-09",33186.4605594406
"23_1_2013-02-08",33186.4605594406
"23_1_2012-11-23",33186.4605594406
"23_1_2012-11-30",33186.4605594406
"23_1_2012-12-07",33186.4605594406
"23_1_2012-11-16",33186.4605594406
"5_1_2012-11-09",9774.55307692308
"5_1_2013-01-11",9774.55307692308
"5_1_2013-03-22",9774.55307692308
"5_1_2013-01-04",9774.55307692308
"5_1_2012-11-02",9774.55307692308
"5_1_2013-01-18",9774.55307692308
"5_1_2013-01-25",9774.55307692308
"5_1_2013-02-01",9774.55307692308
"5_1_2012-12-07",9774.55307692308
"5_1_2012-11-16",9774.55307692308
"5_1_2012-11-23",9774.55307692308
"5_1_2013-03-29",9774.55307692308
"5_1_2012-12-28",9774.55307692308
"5_1_2013-06-28",9774.55307692308
"5_1_2012-12-14",9774.55307692308
"5_1_2013-04-12",9774.55307692308
"5_1_2013-04-19",9774.55307692308
"5_1_2013-04-26",9774.55307692308
"5_1_2013-04-05",9774.55307692308
"5_1_2013-02-15",9774.55307692308
"5_1_2012-11-30",9774.55307692308
"5_1_2013-05-24",9774.55307692308
"5_1_2013-02-08",9774.55307692308
"5_1_2013-03-15",9774.55307692308
"5_1_2012-12-21",9774.55307692308
"5_1_2013-06-21",9774.55307692308
"5_1_2013-07-26",9774.55307692308
"5_1_2013-07-05",9774.55307692308
"5_1_2013-07-12",9774.55307692308
"5_1_2013-07-19",9774.55307692308
"5_1_2013-05-10",9774.55307692308
"5_1_2013-05-31",9774.55307692308
"5_1_2013-06-07",9774.55307692308
"5_1_2013-05-03",9774.55307692308
"5_1_2013-06-14",9774.55307692308
"5_1_2013-05-17",9774.55307692308
"5_1_2013-02-22",9774.55307692308
"5_1_2013-03-08",9774.55307692308
"5_1_2013-03-01",9774.55307692308
"25_1_2013-05-10",20145.8974825175
"25_1_2013-05-17",20145.8974825175
"25_1_2013-03-29",20145.8974825175
"25_1_2012-11-02",20145.8974825175
"25_1_2013-03-22",20145.8974825175
"25_1_2013-07-05",20145.8974825175
"25_1_2012-11-09",20145.8974825175
"25_1_2013-03-15",20145.8974825175
"25_1_2013-05-03",20145.8974825175
"25_1_2013-01-25",20145.8974825175
"25_1_2013-06-14",20145.8974825175
"25_1_2013-04-26",20145.8974825175
"25_1_2013-06-21",20145.8974825175
"25_1_2013-06-28",20145.8974825175
"25_1_2013-04-19",20145.8974825175
"25_1_2013-07-12",20145.8974825175
"25_1_2013-07-19",20145.8974825175
"25_1_2013-01-18",20145.8974825175
"25_1_2013-04-12",20145.8974825175
"25_1_2013-07-26",20145.8974825175
"34_1_2013-05-10",19947.5730769231
"34_1_2013-05-17",19947.5730769231
"34_1_2013-05-24",19947.5730769231
"34_1_2013-03-29",19947.5730769231
"34_1_2012-12-14",19947.5730769231
"34_1_2012-12-21",19947.5730769231
"34_1_2013-03-22",19947.5730769231
"34_1_2013-01-11",19947.5730769231
"34_1_2013-07-19",19947.5730769231
"34_1_2013-07-26",19947.5730769231
"34_1_2013-01-18",19947.5730769231
"34_1_2013-05-03",19947.5730769231
"34_1_2013-03-15",19947.5730769231
"34_1_2013-03-08",19947.5730769231
"34_1_2013-04-12",19947.5730769231
"34_1_2013-04-05",19947.5730769231
"31_1_2013-06-14",17356.6524475524
"31_1_2013-06-21",17356.6524475524
"31_1_2012-12-28",17356.6524475524
"31_1_2013-01-04",17356.6524475524
"31_1_2013-01-11",17356.6524475524
"44_1_2013-05-24",8049.99230769231
"28_1_2013-03-01",20180.453986014
"28_1_2013-06-07",20180.453986014
"28_1_2012-12-07",20180.453986014
"28_1_2012-12-14",20180.453986014
"28_1_2012-12-21",20180.453986014
"28_1_2012-12-28",20180.453986014
"28_1_2013-05-03",20180.453986014
"28_1_2013-05-10",20180.453986014
"28_1_2013-07-19",20180.453986014
"28_1_2013-07-26",20180.453986014
"28_1_2013-05-24",20180.453986014
"31_1_2013-07-05",17356.6524475524
"31_1_2013-05-10",17356.6524475524
"31_1_2012-11-02",17356.6524475524
"31_1_2013-04-19",17356.6524475524
"31_1_2013-05-03",17356.6524475524
"31_1_2013-03-29",17356.6524475524
"31_1_2013-04-05",17356.6524475524
"31_1_2013-07-19",17356.6524475524
"31_1_2013-07-26",17356.6524475524
"17_1_2013-05-10",22801.6091608392
"17_1_2012-11-16",22801.6091608392
"17_1_2012-11-09",22801.6091608392
"17_1_2012-11-30",22801.6091608392
"33_1_2012-11-23",2379.08657342657
"33_1_2013-02-15",2379.08657342657
"33_1_2013-03-01",2379.08657342657
"33_1_2012-12-07",2379.08657342657
"33_1_2012-12-14",2379.08657342657
"33_1_2012-11-30",2379.08657342657
"33_1_2013-01-25",2379.08657342657
"33_1_2013-02-01",2379.08657342657
"33_1_2013-02-08",2379.08657342657
"33_1_2013-02-22",2379.08657342657
"33_1_2013-05-24",2379.08657342657
"18_1_2013-06-28",21988.3562237762
"18_1_2012-12-28",21988.3562237762
"18_1_2013-07-19",21988.3562237762
"18_1_2013-05-10",21988.3562237762
"2_1_2013-02-15",30777.9807692308
"2_1_2013-04-12",30777.9807692308
"2_1_2013-04-19",30777.9807692308
"2_1_2013-02-08",30777.9807692308
"2_1_2013-05-10",30777.9807692308
"2_1_2013-05-17",30777.9807692308
"2_1_2013-04-26",30777.9807692308
"2_1_2013-05-03",30777.9807692308
"2_1_2013-03-08",30777.9807692308
"2_1_2013-03-15",30777.9807692308
"2_1_2013-02-22",30777.9807692308
"2_1_2013-03-01",30777.9807692308
"2_1_2013-07-05",30777.9807692308
"2_1_2013-01-04",30777.9807692308
"2_1_2013-01-11",30777.9807692308
"2_1_2013-01-18",30777.9807692308
"2_1_2013-01-25",30777.9807692308
"2_1_2013-02-01",30777.9807692308
"2_1_2012-11-02",30777.9807692308
"2_1_2012-11-09",30777.9807692308
"2_1_2013-05-24",30777.9807692308
"2_1_2012-11-30",30777.9807692308
"2_1_2012-12-07",30777.9807692308
"2_1_2013-06-21",30777.9807692308
"2_1_2013-06-28",30777.9807692308
"2_1_2012-12-28",30777.9807692308
"2_1_2013-04-05",30777.9807692308
"2_1_2013-07-12",30777.9807692308
"2_1_2013-07-19",30777.9807692308
"2_1_2013-07-26",30777.9807692308
"2_1_2012-11-23",30777.9807692308
"2_1_2013-05-31",30777.9807692308
"2_1_2012-12-14",30777.9807692308
"2_1_2012-11-16",30777.9807692308
"2_1_2013-03-29",30777.9807692308
"2_1_2012-12-21",30777.9807692308
"2_1_2013-03-22",30777.9807692308
"2_1_2013-06-14",30777.9807692308
"2_1_2013-06-07",30777.9807692308
"24_1_2013-04-05",18859.0233566434
"24_1_2013-04-12",18859.0233566434
"39_1_2012-11-23",21925.0211888112
"39_1_2012-11-02",21925.0211888112
"39_1_2012-11-09",21925.0211888112
"39_1_2012-11-16",21925.0211888112
"39_1_2012-12-21",21925.0211888112
"39_1_2012-12-28",21925.0211888112
"39_1_2013-01-04",21925.0211888112
"39_1_2012-12-14",21925.0211888112
"39_1_2013-01-18",21925.0211888112
"39_1_2013-01-25",21925.0211888112
"39_1_2013-02-01",21925.0211888112
"24_1_2013-07-12",18859.0233566434
"24_1_2012-12-14",18859.0233566434
"24_1_2013-04-19",18859.0233566434
"24_1_2013-07-19",18859.0233566434
"24_1_2013-06-21",18859.0233566434
"24_1_2013-06-28",18859.0233566434
"24_1_2013-06-07",18859.0233566434
"24_1_2013-06-14",18859.0233566434
"24_1_2013-03-08",18859.0233566434
"24_1_2013-07-05",18859.0233566434
"24_1_2012-12-21",18859.0233566434
"24_1_2013-03-15",18859.0233566434
"24_1_2013-03-01",18859.0233566434
"28_1_2013-01-11",20180.453986014
"28_1_2013-02-08",20180.453986014
"28_1_2013-02-15",20180.453986014
"28_1_2013-02-22",20180.453986014
"28_1_2013-04-05",20180.453986014
"28_1_2013-03-08",20180.453986014
"28_1_2013-06-14",20180.453986014
"28_1_2013-06-21",20180.453986014
"28_1_2013-06-28",20180.453986014
"28_1_2013-07-05",20180.453986014
"28_1_2013-07-12",20180.453986014
"28_1_2013-04-19",20180.453986014
"28_1_2013-04-26",20180.453986014
"28_1_2013-02-01",20180.453986014
"28_1_2012-11-02",20180.453986014
"37_1_2013-05-24",11024.2358741259
"37_1_2013-02-15",11024.2358741259
"45_1_2013-06-28",17745.916013986
"45_1_2013-07-05",17745.916013986
"45_1_2013-07-12",17745.916013986
"14_1_2013-03-01",30611.7833566434
"14_1_2012-11-30",30611.7833566434
"14_1_2013-03-29",30611.7833566434
"14_1_2013-03-08",30611.7833566434
"14_1_2013-03-15",30611.7833566434
"14_1_2013-03-22",30611.7833566434
"14_1_2013-04-26",30611.7833566434
"14_1_2013-05-31",30611.7833566434
"28_1_2013-05-31",20180.453986014
"28_1_2013-05-17",20180.453986014
"28_1_2012-11-23",20180.453986014
"28_1_2012-11-30",20180.453986014
"14_1_2013-04-05",30611.7833566434
"14_1_2013-06-14",30611.7833566434
"14_1_2013-06-21",30611.7833566434
"17_1_2013-04-26",22801.6091608392
"17_1_2013-05-03",22801.6091608392
"12_1_2013-02-22",17330.0876223776
"12_1_2013-04-05",17330.0876223776
"12_1_2013-05-10",17330.0876223776
"12_1_2013-02-15",17330.0876223776
"21_1_2012-11-16",14950.0492307692
"21_1_2013-02-08",14950.0492307692
"21_1_2012-11-23",14950.0492307692
"21_1_2012-11-09",14950.0492307692
"21_1_2012-12-07",14950.0492307692
"21_1_2013-02-15",14950.0492307692
"21_1_2013-01-18",14950.0492307692
"21_1_2012-11-30",14950.0492307692
"21_1_2013-02-01",14950.0492307692
"21_1_2013-05-10",14950.0492307692
"21_1_2013-05-17",14950.0492307692
"21_1_2013-02-22",14950.0492307692
"21_1_2013-03-01",14950.0492307692
"19_1_2012-11-16",21504.0291608392
"19_1_2013-02-01",21504.0291608392
"19_1_2013-01-11",21504.0291608392
"19_1_2012-11-23",21504.0291608392
"19_1_2012-11-30",21504.0291608392
"19_1_2013-05-10",21504.0291608392
"19_1_2013-05-17",21504.0291608392
"19_1_2013-01-25",21504.0291608392
"19_1_2013-05-03",21504.0291608392
"19_1_2013-06-07",21504.0291608392
"19_1_2013-06-14",21504.0291608392
"19_1_2013-05-24",21504.0291608392
"19_1_2013-05-31",21504.0291608392
"19_1_2013-01-04",21504.0291608392
"19_1_2013-07-12",21504.0291608392
"19_1_2013-01-18",21504.0291608392
"19_1_2013-07-26",21504.0291608392
"19_1_2013-04-19",21504.0291608392
"19_1_2012-11-02",21504.0291608392
"19_1_2012-11-09",21504.0291608392
"19_1_2013-02-08",21504.0291608392
"19_1_2013-02-15",21504.0291608392
"19_1_2013-02-22",21504.0291608392
"19_1_2012-12-07",21504.0291608392
"19_1_2013-06-21",21504.0291608392
"8_1_2013-03-15",14789.8273426573
"8_1_2013-07-05",14789.8273426573
"8_1_2013-07-12",14789.8273426573
"8_1_2013-01-11",14789.8273426573
"8_1_2013-07-26",14789.8273426573
"8_1_2013-02-01",14789.8273426573
"8_1_2013-04-26",14789.8273426573
"8_1_2012-12-07",14789.8273426573
"8_1_2013-03-08",14789.8273426573
"8_1_2013-02-15",14789.8273426573
"8_1_2013-02-22",14789.8273426573
"8_1_2013-01-18",14789.8273426573
"8_1_2013-04-05",14789.8273426573
"8_1_2013-06-07",14789.8273426573
"8_1_2013-06-14",14789.8273426573
"8_1_2013-04-19",14789.8273426573
"8_1_2013-03-01",14789.8273426573
"8_1_2013-04-12",14789.8273426573
"8_1_2013-01-25",14789.8273426573
"8_1_2013-05-10",14789.8273426573
"8_1_2013-05-31",14789.8273426573
"8_1_2013-05-17",14789.8273426573
"8_1_2013-03-22",14789.8273426573
"8_1_2013-05-24",14789.8273426573
"8_1_2013-03-29",14789.8273426573
"10_1_2013-02-22",39925.138951049
"10_1_2013-01-11",39925.138951049
"10_1_2013-06-21",39925.138951049
"10_1_2013-07-26",39925.138951049
"10_1_2012-12-21",39925.138951049
"10_1_2013-07-12",39925.138951049
"10_1_2013-07-19",39925.138951049
"10_1_2013-03-08",39925.138951049
"10_1_2013-03-15",39925.138951049
"10_1_2013-05-31",39925.138951049
"10_1_2013-06-07",39925.138951049
"10_1_2013-07-05",39925.138951049
"10_1_2013-06-14",39925.138951049
"10_1_2013-03-01",39925.138951049
"16_1_2013-03-29",11352.4793706294
"45_1_2013-02-15",17745.916013986
"45_1_2013-02-22",17745.916013986
"45_1_2013-03-01",17745.916013986
"45_1_2013-03-08",17745.916013986
"45_1_2013-03-15",17745.916013986
"45_1_2013-03-22",17745.916013986
"45_1_2013-03-29",17745.916013986
"45_1_2013-04-05",17745.916013986
"45_1_2013-01-11",17745.916013986
"45_1_2013-04-19",17745.916013986
"45_1_2013-04-26",17745.916013986
"45_1_2013-05-03",17745.916013986
"45_1_2013-05-10",17745.916013986
"45_1_2013-05-17",17745.916013986
"45_1_2013-05-24",17745.916013986
"45_1_2013-05-31",17745.916013986
"45_1_2013-06-07",17745.916013986
"45_1_2013-06-14",17745.916013986
"45_1_2013-06-21",17745.916013986
"22_1_2013-01-04",21493.2711188811
"37_1_2012-12-21",11024.2358741259
"37_1_2012-11-30",11024.2358741259
"37_1_2012-12-07",11024.2358741259
"37_1_2012-12-14",11024.2358741259
"37_1_2013-02-08",11024.2358741259
"37_1_2012-12-28",11024.2358741259
"37_1_2013-01-04",11024.2358741259
"37_1_2013-01-11",11024.2358741259
"37_1_2013-07-12",11024.2358741259
"37_1_2013-07-05",11024.2358741259
"14_1_2013-06-07",30611.7833566434
"14_1_2013-04-19",30611.7833566434
"14_1_2012-11-23",30611.7833566434
"14_1_2013-06-28",30611.7833566434
"17_1_2013-06-28",22801.6091608392
"17_1_2013-07-05",22801.6091608392
"17_1_2013-07-12",22801.6091608392
"17_1_2013-04-19",22801.6091608392
"12_1_2013-01-18",17330.0876223776
"4_1_2013-06-07",36979.9400699301
"4_1_2013-02-01",36979.9400699301
"4_1_2013-07-26",36979.9400699301
"4_1_2013-04-19",36979.9400699301
"17_1_2013-03-01",22801.6091608392
"17_1_2013-03-08",22801.6091608392
"17_1_2013-03-15",22801.6091608392
"17_1_2013-01-18",22801.6091608392
"17_1_2012-12-28",22801.6091608392
"17_1_2013-01-04",22801.6091608392
"17_1_2013-01-11",22801.6091608392
"17_1_2013-02-15",22801.6091608392
"17_1_2013-01-25",22801.6091608392
"17_1_2013-02-01",22801.6091608392
"17_1_2012-11-02",22801.6091608392
"14_1_2013-05-17",30611.7833566434
"14_1_2013-02-08",30611.7833566434
"14_1_2013-07-05",30611.7833566434
"14_1_2013-07-12",30611.7833566434
"14_1_2012-11-02",30611.7833566434
"14_1_2013-02-01",30611.7833566434
"14_1_2013-05-10",30611.7833566434
"38_1_2012-12-21",6923.53853146853
"38_1_2012-12-28",6923.53853146853
"38_1_2013-01-04",6923.53853146853
"38_1_2013-01-11",6923.53853146853
